id_regra;antecedente;consequente;itens_antecedente;itens_consequente;total_itens;suporte;confianca;lift;leverage;conviction
345;CATEGORIA_FILHOS__SEM_FILHOS + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_60_OU_MAIS + POSSE_CARRO__SEM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;2;5;7;0.010000;0.03;1.44;0;1.01
346;FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_60_OU_MAIS + POSSE_CARRO__SEM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;CATEGORIA_FILHOS__SEM_FILHOS + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;5;2;7;0.010000;0.43;1.44;0;1.22
347;FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_21_A_29;FAIXA_CREDITO__CREDITO_MEDIO + POSSE_CARRO__SEM_CARRO;2;2;4;0.010000;0.24;1.44;0;1.09
348;FAIXA_CREDITO__CREDITO_MEDIO + POSSE_CARRO__SEM_CARRO;FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_21_A_29;2;2;4;0.010000;0.06;1.44;0;1.02
349;CATEGORIA_FILHOS__SEM_FILHOS + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_50_A_59 + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;2;4;6;0.010000;0.02;1.43;0;1.01
350;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_50_A_59 + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;CATEGORIA_FILHOS__SEM_FILHOS + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL;4;2;6;0.010000;0.68;1.43;0;1.6
351;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_IDADE__IDADE_50_A_59;FAIXA_RENDA__RENDA_ALTA + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO;2;3;5;0.010000;0.17;1.43;0;1.06
352;FAIXA_RENDA__RENDA_ALTA + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_IDADE__IDADE_50_A_59;3;2;5;0.010000;0.09;1.43;0;1.03
353;FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_40_A_49 + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL;FAIXA_CREDITO__CREDITO_BAIXO + POSSE_CARRO__SEM_CARRO + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;3;3;6;0.010000;0.18;1.43;0;1.06
354;FAIXA_CREDITO__CREDITO_BAIXO + POSSE_CARRO__SEM_CARRO + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_40_A_49 + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL;3;3;6;0.010000;0.08;1.43;0;1.03
355;FAIXA_IDADE__IDADE_50_A_59 + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;FAIXA_CREDITO__CREDITO_MEDIO + CATEGORIA_FILHOS__SEM_FILHOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;3;3;6;0.010000;0.16;1.42;0;1.05
356;FAIXA_CREDITO__CREDITO_MEDIO + CATEGORIA_FILHOS__SEM_FILHOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;FAIXA_IDADE__IDADE_50_A_59 + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;3;3;6;0.010000;0.09;1.42;0;1.03
357;FAIXA_RENDA__RENDA_BAIXA;FAIXA_IDADE__IDADE_21_A_29 + POSSE_CARRO__SEM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;1;4;5;0.010000;0.03;1.42;0;1.01
358;FAIXA_IDADE__IDADE_21_A_29 + POSSE_CARRO__SEM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;FAIXA_RENDA__RENDA_BAIXA;4;1;5;0.010000;0.47;1.42;0;1.25
359;FAIXA_IDADE__IDADE_60_OU_MAIS + POSSE_CARRO__SEM_CARRO;FAIXA_CREDITO__CREDITO_MEDIO + FAIXA_RENDA__RENDA_BAIXA + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;2;3;5;0.010000;0.09;1.42;0;1.03
360;FAIXA_CREDITO__CREDITO_MEDIO + FAIXA_RENDA__RENDA_BAIXA + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;FAIXA_IDADE__IDADE_60_OU_MAIS + POSSE_CARRO__SEM_CARRO;3;2;5;0.010000;0.16;1.42;0;1.06
361;FAIXA_CREDITO__CREDITO_BAIXO + FAIXA_RENDA__RENDA_BAIXA;FAIXA_IDADE__IDADE_21_A_29 + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO;2;3;5;0.010000;0.07;1.42;0;1.02
362;FAIXA_IDADE__IDADE_21_A_29 + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO;FAIXA_CREDITO__CREDITO_BAIXO + FAIXA_RENDA__RENDA_BAIXA;3;2;5;0.010000;0.19;1.42;0;1.07
363;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_RENDA__RENDA_BAIXA + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL;FAIXA_IDADE__IDADE_50_A_59 + CATEGORIA_FILHOS__SEM_FILHOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;3;3;6;0.010000;0.2;1.41;0;1.07
364;FAIXA_IDADE__IDADE_50_A_59 + CATEGORIA_FILHOS__SEM_FILHOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_RENDA__RENDA_BAIXA + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL;3;3;6;0.010000;0.07;1.41;0;1.02
365;POSSE_CARRO__COM_CARRO;FAIXA_CREDITO__CREDITO_MEDIO + FAIXA_RENDA__RENDA_MUITO_ALTA + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;1;3;4;0.010000;0.03;1.41;0;1.01
366;FAIXA_CREDITO__CREDITO_MEDIO + FAIXA_RENDA__RENDA_MUITO_ALTA + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;POSSE_CARRO__COM_CARRO;3;1;4;0.010000;0.48;1.41;0;1.25
367;FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_40_A_49 + POSSE_CARRO__SEM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL;FAIXA_CREDITO__CREDITO_BAIXO + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;4;2;6;0.010000;0.24;1.4;0;1.09
368;FAIXA_CREDITO__CREDITO_BAIXO + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_40_A_49 + POSSE_CARRO__SEM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL;2;4;6;0.010000;0.06;1.4;0;1.02
369;FAIXA_CREDITO__CREDITO_MEDIO + FAIXA_IDADE__IDADE_50_A_59 + POSSE_CARRO__SEM_CARRO;CATEGORIA_FILHOS__SEM_FILHOS + FAIXA_CREDITOS_ATIVOS__TRES_OU_MAIS_CREDITOS_ATIVOS;3;2;5;0.010000;0.26;1.4;0;1.1
370;CATEGORIA_FILHOS__SEM_FILHOS + FAIXA_CREDITOS_ATIVOS__TRES_OU_MAIS_CREDITOS_ATIVOS;FAIXA_CREDITO__CREDITO_MEDIO + FAIXA_IDADE__IDADE_50_A_59 + POSSE_CARRO__SEM_CARRO;2;3;5;0.010000;0.05;1.4;0;1.02
371;CATEGORIA_FILHOS__SEM_FILHOS + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;FAIXA_CREDITO__CREDITO_BAIXO + FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_50_A_59;2;3;5;0.010000;0.03;1.4;0;1.01
372;FAIXA_CREDITO__CREDITO_BAIXO + FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_50_A_59;CATEGORIA_FILHOS__SEM_FILHOS + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;3;2;5;0.010000;0.42;1.4;0;1.2
373;FAIXA_RENDA__RENDA_BAIXA + CATEGORIA_FILHOS__SEM_FILHOS;FAIXA_CREDITO__CREDITO_BAIXO + FAIXA_IDADE__IDADE_21_A_29 + POSSE_CARRO__SEM_CARRO;2;3;5;0.010000;0.04;1.4;0;1.01
374;FAIXA_CREDITO__CREDITO_BAIXO + FAIXA_IDADE__IDADE_21_A_29 + POSSE_CARRO__SEM_CARRO;FAIXA_RENDA__RENDA_BAIXA + CATEGORIA_FILHOS__SEM_FILHOS;3;2;5;0.010000;0.33;1.4;0;1.13
375;CATEGORIA_FILHOS__SEM_FILHOS;FAIXA_IDADE__IDADE_21_A_29 + POSSE_CARRO__COM_CARRO + SITUACAO_FAMILIAR__SOLTEIRO + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;1;4;5;0.010000;0.01;1.39;0;1
376;FAIXA_IDADE__IDADE_21_A_29 + POSSE_CARRO__COM_CARRO + SITUACAO_FAMILIAR__SOLTEIRO + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;CATEGORIA_FILHOS__SEM_FILHOS;4;1;5;0.010000;0.97;1.39;0;7.83
377;FAIXA_RENDA__RENDA_BAIXA + POSSE_CARRO__SEM_CARRO + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;FAIXA_CREDITO__CREDITO_BAIXO + FAIXA_IDADE__IDADE_40_A_49 + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL;3;3;6;0.010000;0.05;1.39;0;1.02
378;FAIXA_CREDITO__CREDITO_BAIXO + FAIXA_IDADE__IDADE_40_A_49 + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL;FAIXA_RENDA__RENDA_BAIXA + POSSE_CARRO__SEM_CARRO + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;3;3;6;0.010000;0.26;1.39;0;1.09
379;FAIXA_RENDA__RENDA_BAIXA + POSSE_CARRO__SEM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;FAIXA_IDADE__IDADE_60_OU_MAIS + CATEGORIA_FILHOS__SEM_FILHOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;4;3;7;0.010000;0.13;1.39;0;1.04
380;FAIXA_IDADE__IDADE_60_OU_MAIS + CATEGORIA_FILHOS__SEM_FILHOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;FAIXA_RENDA__RENDA_BAIXA + POSSE_CARRO__SEM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;3;4;7;0.010000;0.11;1.39;0;1.03
381;FAIXA_IDADE__IDADE_50_A_59 + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__TRES_OU_MAIS_CREDITOS_ATIVOS;FAIXA_TAXA_REJEICAO__REJEICAO_PREVIA_ACIMA_25_PCT;4;1;5;0.010000;0.24;1.39;0;1.08
382;FAIXA_TAXA_REJEICAO__REJEICAO_PREVIA_ACIMA_25_PCT;FAIXA_IDADE__IDADE_50_A_59 + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__TRES_OU_MAIS_CREDITOS_ATIVOS;1;4;5;0.010000;0.06;1.39;0;1.02
383;FAIXA_IDADE__IDADE_60_OU_MAIS + CATEGORIA_FILHOS__SEM_FILHOS + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;FAIXA_RENDA__RENDA_BAIXA + POSSE_CARRO__SEM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL;4;3;7;0.010000;0.24;1.38;0;1.08
384;FAIXA_RENDA__RENDA_BAIXA + POSSE_CARRO__SEM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL;FAIXA_IDADE__IDADE_60_OU_MAIS + CATEGORIA_FILHOS__SEM_FILHOS + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;3;4;7;0.010000;0.06;1.38;0;1.02
385;FAIXA_CREDITO__CREDITO_MEDIO + FAIXA_IDADE__IDADE_50_A_59 + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;CATEGORIA_FILHOS__SEM_FILHOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;4;2;6;0.010000;0.65;1.38;0;1.48
386;CATEGORIA_FILHOS__SEM_FILHOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;FAIXA_CREDITO__CREDITO_MEDIO + FAIXA_IDADE__IDADE_50_A_59 + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;2;4;6;0.010000;0.02;1.38;0;1.01
387;FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_60_OU_MAIS;FAIXA_CREDITO__CREDITO_MEDIO + POSSE_CARRO__SEM_CARRO + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;2;3;5;0.010000;0.15;1.38;0;1.05
388;FAIXA_CREDITO__CREDITO_MEDIO + POSSE_CARRO__SEM_CARRO + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_60_OU_MAIS;3;2;5;0.010000;0.09;1.38;0;1.03
389;FAIXA_CREDITO__CREDITO_MEDIO + FAIXA_IDADE__IDADE_50_A_59;CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;2;4;6;0.010000;0.2;1.38;0;1.06
390;CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;FAIXA_CREDITO__CREDITO_MEDIO + FAIXA_IDADE__IDADE_50_A_59;4;2;6;0.010000;0.07;1.38;0;1.02
391;FAIXA_IDADE__IDADE_50_A_59 + FAIXA_CREDITOS_ATIVOS__TRES_OU_MAIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__REJEICAO_PREVIA_ACIMA_25_PCT;CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO;3;2;5;0.010000;0.66;1.38;0;1.51
392;CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO;FAIXA_IDADE__IDADE_50_A_59 + FAIXA_CREDITOS_ATIVOS__TRES_OU_MAIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__REJEICAO_PREVIA_ACIMA_25_PCT;2;3;5;0.010000;0.02;1.38;0;1.01
393;FAIXA_RENDA__RENDA_BAIXA + POSSE_CARRO__SEM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;FAIXA_IDADE__IDADE_60_OU_MAIS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;4;2;6;0.010000;0.13;1.38;0;1.04
394;FAIXA_IDADE__IDADE_60_OU_MAIS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;FAIXA_RENDA__RENDA_BAIXA + POSSE_CARRO__SEM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;2;4;6;0.010000;0.1;1.38;0;1.03
395;CATEGORIA_FILHOS__SEM_FILHOS + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;FAIXA_IDADE__IDADE_60_OU_MAIS + POSSE_CARRO__SEM_CARRO + SITUACAO_FAMILIAR__SEPARADO_VIUVO_OU_NAO_INFORMADO + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;2;4;6;0.010000;0.03;1.37;0;1.01
396;FAIXA_IDADE__IDADE_60_OU_MAIS + POSSE_CARRO__SEM_CARRO + SITUACAO_FAMILIAR__SEPARADO_VIUVO_OU_NAO_INFORMADO + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;CATEGORIA_FILHOS__SEM_FILHOS + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;4;2;6;0.010000;0.41;1.37;0;1.18
397;FAIXA_RENDA__RENDA_BAIXA + CATEGORIA_FILHOS__SEM_FILHOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_IDADE__IDADE_50_A_59 + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL;3;3;6;0.010000;0.06;1.37;0;1.02
398;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_IDADE__IDADE_50_A_59 + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL;FAIXA_RENDA__RENDA_BAIXA + CATEGORIA_FILHOS__SEM_FILHOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;3;3;6;0.010000;0.23;1.37;0;1.08
399;FAIXA_IDADE__IDADE_21_A_29 + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;CATEGORIA_FILHOS__UM_FILHO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;2;2;4;0.010000;0.12;1.37;0;1.03
400;CATEGORIA_FILHOS__UM_FILHO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;FAIXA_IDADE__IDADE_21_A_29 + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;2;2;4;0.010000;0.12;1.37;0;1.03
401;CATEGORIA_FILHOS__SEM_FILHOS;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_50_A_59 + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;1;5;6;0.010000;0.01;1.37;0;1
402;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_50_A_59 + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;CATEGORIA_FILHOS__SEM_FILHOS;5;1;6;0.010000;0.95;1.37;0;5.32
403;FAIXA_IDADE__IDADE_50_A_59 + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;FAIXA_RENDA__RENDA_MEDIA + POSSE_CARRO__SEM_CARRO + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;2;3;5;0.010000;0.11;1.37;0;1.03
404;FAIXA_RENDA__RENDA_MEDIA + POSSE_CARRO__SEM_CARRO + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;FAIXA_IDADE__IDADE_50_A_59 + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;3;2;5;0.010000;0.12;1.37;0;1.04
405;FAIXA_RENDA__RENDA_BAIXA + POSSE_CARRO__SEM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL;FAIXA_IDADE__IDADE_60_OU_MAIS + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;3;3;6;0.010000;0.06;1.37;0;1.02
406;FAIXA_IDADE__IDADE_60_OU_MAIS + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;FAIXA_RENDA__RENDA_BAIXA + POSSE_CARRO__SEM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL;3;3;6;0.010000;0.24;1.37;0;1.08
407;FAIXA_IDADE__IDADE_60_OU_MAIS + SITUACAO_FAMILIAR__SEPARADO_VIUVO_OU_NAO_INFORMADO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;POSSE_CARRO__SEM_CARRO;4;1;5;0.010000;0.9;1.36;0;3.14
408;FAIXA_IDADE__IDADE_60_OU_MAIS + CATEGORIA_FILHOS__SEM_FILHOS + SITUACAO_FAMILIAR__SEPARADO_VIUVO_OU_NAO_INFORMADO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;POSSE_CARRO__SEM_CARRO;5;1;6;0.010000;0.9;1.36;0;3.14
409;POSSE_CARRO__SEM_CARRO;FAIXA_IDADE__IDADE_60_OU_MAIS + SITUACAO_FAMILIAR__SEPARADO_VIUVO_OU_NAO_INFORMADO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;1;4;5;0.010000;0.02;1.36;0;1
410;POSSE_CARRO__SEM_CARRO;FAIXA_IDADE__IDADE_60_OU_MAIS + CATEGORIA_FILHOS__SEM_FILHOS + SITUACAO_FAMILIAR__SEPARADO_VIUVO_OU_NAO_INFORMADO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;1;5;6;0.010000;0.02;1.36;0;1
411;FAIXA_RENDA__RENDA_BAIXA;FAIXA_CREDITO__CREDITO_MEDIO + FAIXA_IDADE__IDADE_21_A_29 + POSSE_CARRO__SEM_CARRO;1;3;4;0.010000;0.03;1.36;0;1.01
412;FAIXA_CREDITO__CREDITO_MEDIO + FAIXA_IDADE__IDADE_21_A_29 + POSSE_CARRO__SEM_CARRO;FAIXA_RENDA__RENDA_BAIXA;3;1;4;0.010000;0.45;1.36;0;1.2
413;FAIXA_IDADE__IDADE_50_A_59 + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;FAIXA_CREDITO__CREDITO_MEDIO + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;2;4;6;0.010000;0.11;1.36;0;1.03
414;FAIXA_CREDITO__CREDITO_MEDIO + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;FAIXA_IDADE__IDADE_50_A_59 + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;4;2;6;0.010000;0.12;1.36;0;1.04
415;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_IDADE__IDADE_50_A_59 + FAIXA_CREDITOS_ATIVOS__SEM_CREDITOS_ATIVOS;CATEGORIA_FILHOS__SEM_FILHOS + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL;3;2;5;0.010000;0.64;1.36;0;1.45
416;CATEGORIA_FILHOS__SEM_FILHOS + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_IDADE__IDADE_50_A_59 + FAIXA_CREDITOS_ATIVOS__SEM_CREDITOS_ATIVOS;2;3;5;0.010000;0.02;1.36;0;1.01
417;FAIXA_RENDA__RENDA_BAIXA + CATEGORIA_FILHOS__SEM_FILHOS;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_IDADE__IDADE_50_A_59 + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;2;4;6;0.010000;0.04;1.36;0;1.01
418;FAIXA_CREDITO__CREDITO_ALTO + FAIXA_IDADE__IDADE_50_A_59 + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;FAIXA_RENDA__RENDA_BAIXA + CATEGORIA_FILHOS__SEM_FILHOS;4;2;6;0.010000;0.32;1.36;0;1.12
419;FAIXA_CREDITO__CREDITO_MUITO_ALTO + FAIXA_RENDA__RENDA_MUITO_ALTA + FAIXA_IDADE__IDADE_50_A_59;FAIXA_CREDITOS_ATIVOS__TRES_OU_MAIS_CREDITOS_ATIVOS;3;1;4;0.010000;0.37;1.36;0;1.15
420;FAIXA_CREDITOS_ATIVOS__TRES_OU_MAIS_CREDITOS_ATIVOS;FAIXA_CREDITO__CREDITO_MUITO_ALTO + FAIXA_RENDA__RENDA_MUITO_ALTA + FAIXA_IDADE__IDADE_50_A_59;1;3;4;0.010000;0.04;1.36;0;1.01
421;CATEGORIA_FILHOS__SEM_FILHOS;FAIXA_CREDITO__CREDITO_MEDIO + FAIXA_IDADE__IDADE_50_A_59 + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__TRES_OU_MAIS_CREDITOS_ATIVOS;1;4;5;0.010000;0.01;1.36;0;1
422;FAIXA_CREDITO__CREDITO_MEDIO + FAIXA_IDADE__IDADE_50_A_59 + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__TRES_OU_MAIS_CREDITOS_ATIVOS;CATEGORIA_FILHOS__SEM_FILHOS;4;1;5;0.010000;0.94;1.36;0;4.6
