itemset;tamanho;suporte_absoluto;suporte_relativo;fechado;superconjunto_mesmo_suporte;motivo
FAIXA_CREDITO__CREDITO_BAIXO + FAIXA_RENDA__RENDA_BAIXA + CATEGORIA_FILHOS__UM_FILHO + POSSE_CARRO__SEM_CARRO + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;5;126;0.012600;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_CREDITO__CREDITO_MEDIO + CATEGORIA_FILHOS__UM_FILHO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;5;126;0.012600;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_RENDA__RENDA_MEDIA + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO + SITUACAO_FAMILIAR__SOLTEIRO + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;5;126;0.012600;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_RENDA__RENDA_MEDIA + CATEGORIA_FILHOS__SEM_FILHOS + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_CREDITOS_ATIVOS__TRES_OU_MAIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;5;126;0.012600;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_RENDA__RENDA_MEDIA + FAIXA_IDADE__IDADE_40_A_49 + POSSE_CARRO__SEM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;5;126;0.012600;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_RENDA__RENDA_MEDIA + FAIXA_IDADE__IDADE_50_A_59 + CATEGORIA_FILHOS__SEM_FILHOS + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;5;126;0.012600;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_RENDA__RENDA_MUITO_ALTA + FAIXA_IDADE__IDADE_30_A_39 + POSSE_CARRO__COM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;5;126;0.012600;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_CREDITO__CREDITO_BAIXO + FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_60_OU_MAIS + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__SEM_CREDITOS_ATIVOS;6;126;0.012600;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_CREDITO__CREDITO_MUITO_ALTO + FAIXA_IDADE__IDADE_40_A_49 + CATEGORIA_FILHOS__SEM_FILHOS + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;6;126;0.012600;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_50_A_59 + POSSE_CARRO__SEM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;6;126;0.012600;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_CREDITO__CREDITO_ALTO + FAIXA_RENDA__RENDA_ALTA + FAIXA_TAXA_REJEICAO__REJEICAO_PREVIA_ATE_25_PCT;3;127;0.012700;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_CREDITO__CREDITO_MEDIO + SITUACAO_FAMILIAR__SEPARADO_VIUVO_OU_NAO_INFORMADO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;3;127;0.012700;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_IDADE__IDADE_21_A_29 + CATEGORIA_FILHOS__UM_FILHO + POSSE_CARRO__COM_CARRO;3;127;0.012700;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_RENDA__RENDA_MUITO_ALTA + FAIXA_IDADE__IDADE_21_A_29 + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;3;127;0.012700;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_CREDITO__CREDITO_ALTO + POSSE_CARRO__COM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_TAXA_REJEICAO__REJEICAO_PREVIA_ATE_25_PCT;4;127;0.012700;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_CREDITO__CREDITO_BAIXO + FAIXA_IDADE__IDADE_21_A_29 + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;4;127;0.012700;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_CREDITO__CREDITO_BAIXO + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__REJEICAO_PREVIA_ATE_25_PCT;4;127;0.012700;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_CREDITO__CREDITO_MEDIO + CATEGORIA_FILHOS__UM_FILHO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_CREDITOS_ATIVOS__TRES_OU_MAIS_CREDITOS_ATIVOS;4;127;0.012700;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_CREDITO__CREDITO_MEDIO + FAIXA_IDADE__IDADE_30_A_39 + CATEGORIA_FILHOS__UM_FILHO + POSSE_CARRO__SEM_CARRO;4;127;0.012700;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_CREDITO__CREDITO_MEDIO + POSSE_CARRO__COM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_TAXA_REJEICAO__REJEICAO_PREVIA_ACIMA_25_PCT;4;127;0.012700;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_CREDITO__CREDITO_MUITO_ALTO + CATEGORIA_FILHOS__UM_FILHO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_CREDITOS_ATIVOS__SEM_CREDITOS_ATIVOS;4;127;0.012700;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_IDADE__IDADE_40_A_49 + CATEGORIA_FILHOS__UM_FILHO + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__SEM_CREDITOS_ATIVOS;4;127;0.012700;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_RENDA__RENDA_ALTA + FAIXA_IDADE__IDADE_30_A_39 + CATEGORIA_FILHOS__DOIS_OU_MAIS_FILHOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;4;127;0.012700;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_RENDA__RENDA_ALTA + FAIXA_IDADE__IDADE_50_A_59 + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__TRES_OU_MAIS_CREDITOS_ATIVOS;4;127;0.012700;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_RENDA__RENDA_ALTA + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__REJEICAO_PREVIA_ATE_25_PCT;4;127;0.012700;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_40_A_49 + POSSE_CARRO__COM_CARRO + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;4;127;0.012700;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_RENDA__RENDA_MUITO_ALTA + FAIXA_IDADE__IDADE_50_A_59 + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__TRES_OU_MAIS_CREDITOS_ATIVOS;4;127;0.012700;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_CREDITO__CREDITO_ALTO + FAIXA_IDADE__IDADE_30_A_39 + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;5;127;0.012700;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_CREDITO__CREDITO_ALTO + FAIXA_IDADE__IDADE_50_A_59 + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__TRES_OU_MAIS_CREDITOS_ATIVOS;5;127;0.012700;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_CREDITO__CREDITO_ALTO + FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_60_OU_MAIS + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO;5;127;0.012700;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_CREDITO__CREDITO_BAIXO + FAIXA_RENDA__RENDA_ALTA + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;5;127;0.012700;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_CREDITO__CREDITO_BAIXO + FAIXA_RENDA__RENDA_BAIXA + CATEGORIA_FILHOS__SEM_FILHOS + SITUACAO_FAMILIAR__SEPARADO_VIUVO_OU_NAO_INFORMADO + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;5;127;0.012700;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_CREDITO__CREDITO_BAIXO + FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_50_A_59 + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;5;127;0.012700;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_CREDITO__CREDITO_MEDIO + FAIXA_IDADE__IDADE_30_A_39 + POSSE_CARRO__COM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;5;127;0.012700;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_CREDITO__CREDITO_MUITO_ALTO + FAIXA_IDADE__IDADE_50_A_59 + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_CREDITOS_ATIVOS__SEM_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;5;127;0.012700;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_IDADE__IDADE_30_A_39 + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_CREDITOS_ATIVOS__TRES_OU_MAIS_CREDITOS_ATIVOS;5;127;0.012700;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_RENDA__RENDA_ALTA + FAIXA_IDADE__IDADE_30_A_39 + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL;5;127;0.012700;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_RENDA__RENDA_ALTA + FAIXA_IDADE__IDADE_50_A_59 + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__COM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL;5;127;0.012700;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_CREDITO__CREDITO_MEDIO + FAIXA_RENDA__RENDA_BAIXA + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;6;127;0.012700;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_60_OU_MAIS + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_CREDITOS_ATIVOS__SEM_CREDITOS_ATIVOS;6;127;0.012700;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_CREDITO__CREDITO_ALTO + CATEGORIA_FILHOS__UM_FILHO + FAIXA_CREDITOS_ATIVOS__SEM_CREDITOS_ATIVOS;3;128;0.012800;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_CREDITO__CREDITO_BAIXO + FAIXA_CREDITOS_ATIVOS__TRES_OU_MAIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__REJEICAO_PREVIA_ACIMA_25_PCT;3;128;0.012800;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_CREDITO__CREDITO_BAIXO + FAIXA_RENDA__RENDA_ALTA + FAIXA_CREDITOS_ATIVOS__TRES_OU_MAIS_CREDITOS_ATIVOS;3;128;0.012800;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_CREDITO__CREDITO_BAIXO + FAIXA_RENDA__RENDA_ALTA + FAIXA_IDADE__IDADE_30_A_39;3;128;0.012800;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_CREDITO__CREDITO_MEDIO + FAIXA_RENDA__RENDA_BAIXA + FAIXA_TAXA_REJEICAO__REJEICAO_PREVIA_ATE_25_PCT;3;128;0.012800;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_RENDA__RENDA_ALTA + CATEGORIA_FILHOS__DOIS_OU_MAIS_FILHOS + POSSE_CARRO__COM_CARRO;3;128;0.012800;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_CREDITO__CREDITO_ALTO + CATEGORIA_FILHOS__DOIS_OU_MAIS_FILHOS + POSSE_CARRO__COM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL;4;128;0.012800;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_CREDITO__CREDITO_BAIXO + FAIXA_IDADE__IDADE_30_A_39 + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_CREDITOS_ATIVOS__TRES_OU_MAIS_CREDITOS_ATIVOS;4;128;0.012800;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_CREDITO__CREDITO_BAIXO + POSSE_CARRO__SEM_CARRO + SITUACAO_FAMILIAR__SEPARADO_VIUVO_OU_NAO_INFORMADO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;4;128;0.012800;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_CREDITO__CREDITO_MEDIO + FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_40_A_49 + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;4;128;0.012800;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_CREDITO__CREDITO_MEDIO + POSSE_CARRO__COM_CARRO + FAIXA_CREDITOS_ATIVOS__TRES_OU_MAIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;4;128;0.012800;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_CREDITO__CREDITO_MUITO_ALTO + FAIXA_IDADE__IDADE_30_A_39 + FAIXA_CREDITOS_ATIVOS__SEM_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;4;128;0.012800;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_CREDITO__CREDITO_MUITO_ALTO + FAIXA_RENDA__RENDA_MUITO_ALTA + FAIXA_IDADE__IDADE_30_A_39 + CATEGORIA_FILHOS__SEM_FILHOS;4;128;0.012800;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_CREDITO__CREDITO_MUITO_ALTO + POSSE_CARRO__COM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_TAXA_REJEICAO__REJEICAO_PREVIA_ATE_25_PCT;4;128;0.012800;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_IDADE__IDADE_21_A_29 + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__COM_CARRO + SITUACAO_FAMILIAR__SOLTEIRO;4;128;0.012800;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_IDADE__IDADE_21_A_29 + CATEGORIA_FILHOS__SEM_FILHOS + SITUACAO_FAMILIAR__SOLTEIRO + FAIXA_CREDITOS_ATIVOS__SEM_CREDITOS_ATIVOS;4;128;0.012800;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_IDADE__IDADE_40_A_49 + CATEGORIA_FILHOS__UM_FILHO + FAIXA_CREDITOS_ATIVOS__TRES_OU_MAIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;4;128;0.012800;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_IDADE__IDADE_50_A_59 + POSSE_CARRO__SEM_CARRO + SITUACAO_FAMILIAR__SOLTEIRO + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;4;128;0.012800;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_RENDA__RENDA_ALTA + FAIXA_IDADE__IDADE_50_A_59 + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_CREDITOS_ATIVOS__TRES_OU_MAIS_CREDITOS_ATIVOS;4;128;0.012800;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_21_A_29 + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;4;128;0.012800;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_30_A_39 + CATEGORIA_FILHOS__SEM_FILHOS + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;4;128;0.012800;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_RENDA__RENDA_BAIXA + POSSE_CARRO__COM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_CREDITOS_ATIVOS__TRES_OU_MAIS_CREDITOS_ATIVOS;4;128;0.012800;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_RENDA__RENDA_MEDIA + CATEGORIA_FILHOS__UM_FILHO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS;4;128;0.012800;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_RENDA__RENDA_MUITO_ALTA + CATEGORIA_FILHOS__DOIS_OU_MAIS_FILHOS + POSSE_CARRO__COM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL;4;128;0.012800;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_RENDA__RENDA_MUITO_ALTA + CATEGORIA_FILHOS__SEM_FILHOS + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__REJEICAO_PREVIA_ACIMA_25_PCT;4;128;0.012800;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_RENDA__RENDA_MUITO_ALTA + FAIXA_IDADE__IDADE_30_A_39 + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__TRES_OU_MAIS_CREDITOS_ATIVOS;4;128;0.012800;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_CREDITO__CREDITO_ALTO + POSSE_CARRO__COM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_CREDITOS_ATIVOS__SEM_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;5;128;0.012800;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_CREDITO__CREDITO_BAIXO + FAIXA_IDADE__IDADE_30_A_39 + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;5;128;0.012800;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_CREDITO__CREDITO_MEDIO + FAIXA_RENDA__RENDA_MEDIA + CATEGORIA_FILHOS__SEM_FILHOS + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;5;128;0.012800;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_CREDITO__CREDITO_MUITO_ALTO + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__COM_CARRO + FAIXA_CREDITOS_ATIVOS__TRES_OU_MAIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;5;128;0.012800;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_CREDITO__CREDITO_MUITO_ALTO + FAIXA_RENDA__RENDA_MUITO_ALTA + CATEGORIA_FILHOS__UM_FILHO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;5;128;0.012800;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_IDADE__IDADE_30_A_39 + CATEGORIA_FILHOS__DOIS_OU_MAIS_FILHOS + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;5;128;0.012800;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_IDADE__IDADE_40_A_49 + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_TAXA_REJEICAO__REJEICAO_PREVIA_ACIMA_25_PCT;5;128;0.012800;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_IDADE__IDADE_50_A_59 + POSSE_CARRO__COM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_CREDITOS_ATIVOS__SEM_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;5;128;0.012800;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_RENDA__RENDA_ALTA + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_TAXA_REJEICAO__REJEICAO_PREVIA_ATE_25_PCT;5;128;0.012800;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_RENDA__RENDA_MUITO_ALTA + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__COM_CARRO + FAIXA_CREDITOS_ATIVOS__TRES_OU_MAIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;5;128;0.012800;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_RENDA__RENDA_MUITO_ALTA + FAIXA_IDADE__IDADE_40_A_49 + CATEGORIA_FILHOS__SEM_FILHOS + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;5;128;0.012800;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_CREDITO__CREDITO_ALTO + FAIXA_IDADE__IDADE_50_A_59 + CATEGORIA_FILHOS__SEM_FILHOS + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;6;128;0.012800;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_CREDITO__CREDITO_ALTO + FAIXA_RENDA__RENDA_BAIXA + CATEGORIA_FILHOS__SEM_FILHOS + POSSE_CARRO__SEM_CARRO + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;6;128;0.012800;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_IDADE__IDADE_30_A_39 + CATEGORIA_FILHOS__UM_FILHO + POSSE_CARRO__SEM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;6;128;0.012800;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_RENDA__RENDA_BAIXA + FAIXA_IDADE__IDADE_30_A_39 + POSSE_CARRO__SEM_CARRO + SITUACAO_FAMILIAR__CASADO_OU_UNIAO_CIVIL + FAIXA_CREDITOS_ATIVOS__UM_A_DOIS_CREDITOS_ATIVOS + FAIXA_TAXA_REJEICAO__SEM_REJEICAO_PREVIA;6;128;0.012800;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
CATEGORIA_FILHOS__DOIS_OU_MAIS_FILHOS + POSSE_CARRO__COM_CARRO + FAIXA_CREDITOS_ATIVOS__TRES_OU_MAIS_CREDITOS_ATIVOS;3;129;0.012900;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_CREDITO__CREDITO_ALTO + FAIXA_RENDA__RENDA_MUITO_ALTA + FAIXA_CREDITOS_ATIVOS__SEM_CREDITOS_ATIVOS;3;129;0.012900;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
FAIXA_CREDITO__CREDITO_ALTO + FAIXA_RENDA__RENDA_MUITO_ALTA + FAIXA_IDADE__IDADE_50_A_59;3;129;0.012900;SIM;;Nenhum superconjunto próprio possui o mesmo suporte.
