ROW_ID_AMOSTRA;CNT_CHILDREN;AMT_INCOME_TOTAL;AMT_CREDIT;AGE_YEARS;FLAG_MOBIL;FLAG_EMP_PHONE;FLAG_EMAIL;REGION_RATING_CLIENT;EXT_SOURCE_1;EXT_SOURCE_2;EXT_SOURCE_3;CREDIT_INCOME_RATIO;CODE_GENDER_COD;FLAG_OWN_CAR_COD;FLAG_OWN_REALTY_COD;NAME_INCOME_TYPE_COD;NAME_EDUCATION_TYPE_COD;NAME_FAMILY_STATUS_COD;NAME_HOUSING_TYPE_COD;OCCUPATION_TYPE_COD;ORGANIZATION_TYPE_COD;SER_QTDE_EMPRESTIMOS;SER_DIVIDA_ATRASADA;SER_CREDITOS_ATIVOS;SER_DAYS_CREDIT_MEDIO;SER_DIAS_ATRASO_MAX;SER_CREDITO_TOTAL;SER_DIVIDA_TOTAL;SER_MAX_OVERDUE;SER_QTDE_PRORROGACOES;PREV_QTDE_TENTATIVAS;PREV_QTDE_REJEITADAS;PREV_TAXA_REJEICAO;PREV_VALOR_SOLICITADO_TOTAL;PREV_VALOR_APROVADO_TOTAL;PREV_RAZAO_APROVADO_SOLICITADO;PREV_QTDE_COM_SEGURO;PREV_QTDE_CLIENTE_REPETIDOR;PREV_QTDE_CANCELADO
45415;0;292500.0;521280.0;58.46;1;0;0;1;0.505998;0.775318;0.569149;1.782154;0;0;0;3;4;2;2;0;57;3.0;0.0;2.0;-963.333333;0.0;2650500.0;910287.0;0.0;0.0;14.0;5.0;0.357143;6548841.45;7431628.5;1.1348;4.0;13.0;2.0
218913;0;202500.0;1278045.0;30.92;1;1;0;2;0.505998;0.060043;0.535276;6.311333;1;1;0;7;4;2;1;9;4;3.0;0.0;0.0;-2438.666667;0.0;279648.0;0.0;0.0;0.0;6.0;0.0;0.0;1776996.9;1937898.0;1.090547;2.0;4.0;1.0
192669;0;292500.0;592560.0;39.1;1;1;0;1;0.505998;0.479125;0.45969;2.025846;1;1;1;7;4;2;1;9;5;1.0;0.0;1.0;-271.0;0.0;135000.0;0.0;0.0;0.0;5.0;0.0;0.0;746991.0;778752.0;1.042519;2.0;4.0;0.0
294662;0;90000.0;270000.0;62.34;1;0;0;2;0.505998;0.497482;0.579727;3.0;0;0;1;3;4;3;1;0;57;4.0;0.0;1.0;-1079.5;0.0;294358.5;76140.0;0.0;0.0;1.0;0.0;0.0;45000.0;47970.0;1.066;1.0;0.0;0.0
229278;0;67500.0;814041.0;57.28;1;0;0;2;0.505998;0.541097;0.600658;12.059867;0;0;1;3;4;2;1;0;57;4.0;0.0;0.0;-1652.0;0.0;188802.0;0.0;0.0;0.0;14.0;3.0;0.214286;2565891.0;2440701.0;0.95121;3.0;13.0;6.0
168300;0;45000.0;183694.5;49.66;1;1;0;2;0.505998;0.49459;0.664248;4.0821;0;1;1;7;4;1;1;0;33;2.0;0.0;0.0;-1118.0;0.0;162974.07;0.0;12509.64;0.0;3.0;0.0;0.0;89460.0;85959.0;0.960865;0.0;2.0;0.0
214542;0;90000.0;375322.5;61.3;1;1;0;3;0.505998;0.568667;0.434733;4.17025;0;0;1;4;4;3;1;2;52;1.0;0.0;1.0;-232.0;0.0;75505.5;53235.0;0.0;0.0;11.0;4.0;0.363636;1307205.0;1573956.0;1.204062;1.0;10.0;3.0
283423;0;157500.0;1494436.5;63.4;1;0;0;3;0.505998;0.104132;0.535276;9.488486;0;0;0;3;1;2;1;0;57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;2.0;0.2;1331451.0;1263406.5;0.948894;1.0;7.0;4.0
303915;0;202500.0;315666.0;59.93;1;1;0;2;0.505998;0.400447;0.197475;1.558844;0;0;1;1;1;2;1;7;5;6.0;15651.0;2.0;-1253.0;64.0;1445206.14;338413.5;0.0;0.0;12.0;3.0;0.25;5383197.0;5957158.5;1.106621;4.0;7.0;2.0
278104;0;225000.0;562491.0;35.2;1;1;0;2;0.505998;0.305619;0.377404;2.49996;0;0;1;1;4;2;1;2;5;17.0;0.0;5.0;-948.823529;0.0;4600056.915;1326770.73;0.0;0.0;22.0;8.0;0.363636;3942000.0;4784535.0;1.213733;3.0;21.0;9.0
134690;0;108000.0;508495.5;60.77;1;0;0;3;0.505998;0.594627;0.447179;4.708292;0;0;0;3;4;2;1;0;57;7.0;0.0;2.0;-796.142857;0.0;1920325.5;621940.5;0.0;0.0;2.0;0.0;0.0;56151.0;188869.5;3.3636;1.0;1.0;0.0
278007;0;112500.0;180000.0;28.93;1;1;0;3;0.512937;0.661711;0.719491;1.6;0;1;1;7;1;2;1;1;5;3.0;0.0;2.0;-920.333333;0.0;496822.5;145071.0;0.0;0.0;1.0;0.0;0.0;76455.0;80491.5;1.052796;0.0;0.0;0.0
178566;0;225000.0;1288350.0;27.07;1;1;0;3;0.505998;0.26889;0.358951;5.726;0;0;1;7;1;2;1;18;5;1.0;0.0;1.0;-281.0;0.0;585000.0;524331.0;0.0;0.0;3.0;0.0;0.0;386775.0;874732.5;2.261606;1.0;2.0;0.0
55693;0;112500.0;337500.0;54.3;1;0;0;2;0.505998;0.119504;0.535276;3.0;0;0;1;3;3;2;1;0;57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;273906.0;269167.5;0.9827;1.0;3.0;0.0
134129;2;90000.0;348264.0;28.51;1;1;0;2;0.505998;0.530377;0.501075;3.8696;0;0;1;7;4;2;1;15;5;3.0;0.0;2.0;-204.666667;0.0;312750.0;58104.0;0.0;0.0;1.0;0.0;0.0;343867.5;343867.5;1.0;0.0;0.0;0.0
92232;0;112500.0;720000.0;59.69;1;1;0;2;0.505998;0.63344;0.577969;6.4;1;1;0;7;1;2;1;5;33;3.0;0.0;0.0;-1973.333333;0.0;1794600.0;0.0;2958.57;0.0;17.0;3.0;0.176471;2290500.0;2627635.5;1.147189;3.0;15.0;7.0
296446;0;157500.0;855000.0;31.39;1;1;0;2;0.474604;0.528552;0.742182;5.428571;0;0;1;7;4;1;1;15;42;4.0;0.0;1.0;-869.5;0.0;136179.0;0.0;0.0;0.0;7.0;0.0;0.0;529488.0;509854.5;0.96292;1.0;6.0;0.0
176277;1;135000.0;675000.0;36.74;1;1;0;2;0.646142;0.385794;0.535276;5.0;0;0;1;7;4;1;1;15;51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;997533.0;970830.0;0.973231;0.0;12.0;8.0
210221;0;135000.0;270000.0;24.24;1;1;0;2;0.143028;0.478858;0.535276;2.0;1;0;0;1;1;4;5;15;33;2.0;0.0;1.0;-605.0;0.0;742500.0;420727.5;18896.625;0.0;9.0;2.0;0.222222;629578.8;616083.3;0.978564;0.0;6.0;4.0
161048;0;202500.0;781614.0;52.77;1;1;1;1;0.505998;0.631839;0.535276;3.859822;0;0;1;4;1;2;1;4;39;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;225355.5;226998.0;1.007288;1.0;2.0;1.0
108424;0;144000.0;450000.0;28.83;1;1;0;3;0.59237;0.426308;0.228883;3.125;0;0;0;7;4;4;1;9;33;8.0;0.0;7.0;-999.25;0.0;6663832.065;4458438.0;25389.0;2.0;7.0;3.0;0.428571;1367226.0;1569442.5;1.147903;3.0;4.0;1.0
97619;0;306000.0;1057657.5;64.21;1;1;1;2;0.737526;0.648425;0.151935;3.456397;0;0;0;1;1;2;2;1;5;8.0;0.0;5.0;-883.625;0.0;2943000.0;1358822.07;0.0;0.0;23.0;11.0;0.478261;8079219.0;9225009.0;1.141819;3.0;23.0;7.0
177569;0;112500.0;808650.0;51.33;1;0;0;2;0.88024;0.675221;0.345785;7.188;0;0;1;3;4;2;1;0;57;9.0;0.0;4.0;-1191.0;0.0;4904103.195;4125963.645;0.0;0.0;8.0;0.0;0.0;478282.5;464800.5;0.971812;0.0;7.0;2.0
75964;1;90000.0;299772.0;30.89;1;1;0;2;0.505998;0.55718;0.544235;3.3308;0;1;0;7;4;4;1;0;5;1.0;0.0;0.0;-382.0;0.0;22500.0;0.0;0.0;0.0;5.0;0.0;0.0;468540.0;504180.0;1.076066;2.0;4.0;0.0
117666;1;135000.0;76410.0;44.85;1;1;0;3;0.505998;0.48246;0.570917;0.566;1;1;1;1;4;2;1;11;33;8.0;0.0;0.0;-537.375;0.0;2007112.5;0.0;0.0;0.0;5.0;3.0;0.6;840964.5;717628.5;0.85334;0.0;1.0;0.0
130506;2;202500.0;543037.5;33.38;1;1;0;2;0.367975;0.755143;0.243186;2.681667;1;1;1;1;4;2;1;9;7;9.0;0.0;2.0;-805.666667;0.0;9172579.5;2309436.09;0.0;0.0;1.0;0.0;0.0;108900.0;108900.0;1.0;0.0;0.0;0.0
192729;0;126000.0;641529.0;41.72;1;1;0;1;0.505998;0.376828;0.094452;5.0915;1;0;1;1;4;2;1;9;5;1.0;0.0;1.0;-96.0;0.0;900000.0;867793.5;0.0;0.0;6.0;0.0;0.0;594693.0;1002811.5;1.686268;1.0;4.0;1.0
267793;1;135000.0;508495.5;37.7;1;1;0;2;0.338614;0.325248;0.28813;3.766633;0;1;1;7;4;2;1;15;51;7.0;0.0;4.0;-1279.571429;0.0;2358004.68;1582550.775;3466.35;0.0;10.0;2.0;0.2;1616904.0;1778080.5;1.099682;1.0;9.0;4.0
183855;0;153000.0;1125000.0;64.2;1;0;0;1;0.505998;0.717162;0.535276;7.352941;0;0;1;3;4;5;1;0;57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;50616.0;37116.0;0.733286;0.0;1.0;0.0
84139;1;135000.0;1078200.0;53.84;1;1;0;2;0.786325;0.623135;0.678568;7.986667;0;1;0;7;4;2;1;15;51;9.0;0.0;1.0;-1189.555556;0.0;2552103.0;529839.0;0.0;0.0;2.0;0.0;0.0;161010.0;151231.5;0.939268;1.0;0.0;0.0
49015;0;76500.0;675000.0;31.26;1;1;0;2;0.582531;0.285898;0.277886;8.823529;0;1;1;7;4;4;1;4;28;4.0;0.0;3.0;-509.75;0.0;535090.5;284710.5;0.0;0.0;5.0;0.0;0.0;490950.0;484906.5;0.98769;1.0;4.0;0.0
217838;2;180000.0;1002456.0;39.29;1;1;0;3;0.505998;0.609687;0.535276;5.5692;1;1;1;7;1;2;1;7;7;1.0;0.0;0.0;-2021.0;0.0;2209680.0;0.0;0.0;0.0;2.0;0.0;0.0;257530.5;246897.0;0.95871;1.0;0.0;0.0
30257;0;67500.0;180000.0;59.21;1;0;0;2;0.505998;0.599751;0.661024;2.666667;0;0;1;3;4;5;1;0;57;2.0;0.0;1.0;-1365.0;0.0;85126.77;0.0;0.0;0.0;1.0;0.0;0.0;114561.0;138757.5;1.211211;0.0;0.0;0.0
15595;0;54000.0;99000.0;37.33;1;1;0;2;0.505998;0.566853;0.203252;1.833333;0;1;1;4;4;2;1;3;39;4.0;1525.5;4.0;-930.25;30.0;435150.0;120442.5;0.0;0.0;5.0;0.0;0.0;195745.5;439303.5;2.244258;2.0;4.0;0.0
300572;0;180000.0;211630.5;47.6;1;1;0;2;0.505998;0.647418;0.502878;1.175725;1;1;1;7;4;2;1;0;5;19.0;0.0;2.0;-1504.105263;0.0;4931220.24;886505.985;48164.535;0.0;6.0;1.0;0.166667;1526620.5;1645443.0;1.077834;2.0;2.0;0.0
60300;0;90000.0;1078200.0;61.57;1;0;0;1;0.505998;0.578278;0.535276;11.98;0;0;1;3;4;4;1;0;57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;303741.0;303741.0;1.0;0.0;0.0;0.0
261527;1;135000.0;276277.5;35.36;1;1;0;2;0.503574;0.698568;0.609276;2.0465;0;0;0;1;2;2;1;1;5;6.0;0.0;1.0;-1484.333333;0.0;1048293.0;91066.5;9949.5;0.0;3.0;0.0;0.0;287685.0;314991.0;1.094916;1.0;2.0;0.0
145548;1;90000.0;270000.0;50.0;1;1;0;2;0.713455;0.664344;0.540654;3.0;0;1;1;7;4;2;1;12;30;6.0;0.0;3.0;-622.833333;0.0;2108623.5;805374.0;4046.445;0.0;4.0;0.0;0.0;406575.0;495180.0;1.21793;3.0;3.0;0.0
182995;1;157500.0;314055.0;37.98;1;1;1;2;0.370314;0.217977;0.230159;1.994;1;0;1;1;1;3;1;4;47;6.0;0.0;3.0;-1061.333333;0.0;701302.5;202414.5;0.0;0.0;12.0;1.0;0.083333;1366065.54;1938888.0;1.419323;5.0;11.0;0.0
99565;0;157500.0;1546020.0;54.03;1;1;0;2;0.793151;0.732083;0.704706;9.816;0;0;1;7;4;2;1;9;13;7.0;0.0;1.0;-1913.571429;0.0;1347033.15;0.0;16470.0;0.0;2.0;0.0;0.0;216693.0;197626.5;0.912011;0.0;0.0;0.0
269529;0;112500.0;420912.0;50.05;1;1;0;2;0.505998;0.538592;0.621226;3.74144;1;1;1;7;4;2;1;9;5;3.0;0.0;1.0;-1507.333333;0.0;318946.5;12802.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
142933;0;202500.0;1546020.0;59.3;1;1;0;1;0.505998;0.713743;0.749022;7.634667;1;1;1;4;4;2;1;9;13;4.0;0.0;1.0;-1692.75;0.0;6962373.0;1352169.0;0.0;0.0;6.0;2.0;0.333333;2672010.0;3141855.0;1.17584;2.0;5.0;0.0
113693;2;135000.0;417024.0;39.36;1;1;0;2;0.742554;0.639204;0.37065;3.089067;0;0;0;7;1;2;1;11;39;6.0;0.0;4.0;-522.833333;0.0;1416874.5;502060.5;0.0;0.0;2.0;0.0;0.0;111060.0;111060.0;1.0;0.0;1.0;0.0
222840;0;216000.0;180000.0;59.05;1;0;0;3;0.505998;0.191414;0.535276;0.833333;1;0;1;3;4;2;1;0;57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;103005.0;103005.0;1.0;0.0;0.0;0.0
17696;1;58500.0;135000.0;29.07;1;1;0;2;0.505998;0.761745;0.546023;2.307692;0;0;1;7;4;2;1;12;3;2.0;0.0;2.0;-624.0;0.0;675000.0;636066.0;0.0;0.0;1.0;0.0;0.0;244296.0;261027.0;1.068487;0.0;0.0;0.0
121339;0;270000.0;1569285.0;47.34;1;1;0;2;0.726593;0.654666;0.389339;5.812167;0;1;1;1;4;2;1;15;42;8.0;0.0;3.0;-1620.0;0.0;3396982.5;1318023.0;0.0;0.0;10.0;6.0;0.6;5037057.0;5395243.5;1.07111;2.0;9.0;0.0
150247;0;315000.0;315000.0;30.98;1;1;0;2;0.505998;0.563553;0.349055;1.0;1;0;1;7;1;4;1;0;5;3.0;0.0;0.0;-2279.0;0.0;245342.34;0.0;64241.055;0.0;2.0;0.0;0.0;161955.0;114502.5;0.707002;0.0;0.0;0.0
105361;0;81000.0;66222.0;42.83;1;1;0;2;0.505998;0.757316;0.535276;0.817556;0;0;0;7;4;3;2;15;42;12.0;0.0;1.0;-1673.666667;0.0;484638.12;0.0;3375.0;0.0;7.0;0.0;0.0;391866.75;402111.0;1.026142;3.0;6.0;2.0
237428;0;202500.0;1288350.0;56.48;1;0;0;3;0.505998;0.429493;0.196334;6.362222;0;0;1;3;4;2;1;0;57;6.0;0.0;2.0;-938.333333;0.0;1125904.5;339507.0;0.0;0.0;7.0;0.0;0.0;472504.5;487575.0;1.031895;3.0;6.0;2.0
169929;0;243000.0;1227901.5;43.59;1;1;0;2;0.552293;0.66957;0.659406;5.053093;0;1;1;1;1;2;1;4;42;4.0;0.0;3.0;-1702.75;0.0;4032000.0;1110000.87;0.0;0.0;4.0;0.0;0.0;1732500.0;2139421.5;1.234875;1.0;4.0;0.0
304518;0;112500.0;673875.0;60.45;1;0;0;2;0.734756;0.474368;0.706205;5.99;0;0;1;3;4;2;1;0;57;10.0;0.0;4.0;-1072.6;0.0;1068127.29;32644.395;0.0;0.0;4.0;0.0;0.0;523350.0;703683.0;1.344574;0.0;3.0;0.0
162383;3;171000.0;728460.0;39.21;1;1;0;2;0.505998;0.510262;0.771362;4.26;1;1;1;7;4;2;1;5;33;7.0;0.0;2.0;-1160.285714;0.0;1098622.305;0.0;0.0;0.0;6.0;1.0;0.166667;1160064.0;1379241.0;1.188935;1.0;6.0;0.0
162204;0;157500.0;225000.0;36.53;1;1;0;3;0.642323;0.451223;0.247191;1.428571;0;1;0;7;4;2;1;0;5;7.0;0.0;2.0;-1438.285714;1475.0;2475912.51;198121.5;48564.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
135861;1;112500.0;349609.5;38.98;1;1;0;2;0.505998;0.575001;0.799297;3.10764;0;0;1;4;4;3;1;4;35;5.0;0.0;0.0;-1347.4;0.0;469660.5;0.0;0.0;0.0;7.0;2.0;0.285714;544603.5;615496.5;1.130174;1.0;6.0;2.0
235496;0;157500.0;1886850.0;53.3;1;1;0;3;0.505998;0.5696;0.659406;11.98;1;1;1;7;4;2;1;5;41;10.0;0.0;1.0;-1435.8;0.0;3492865.8;88663.5;16521.885;0.0;1.0;0.0;0.0;117225.0;114786.0;0.979194;0.0;0.0;0.0
72410;0;180000.0;755190.0;47.87;1;1;0;2;0.505998;0.616301;0.694093;4.1955;0;0;0;7;4;2;1;11;42;2.0;0.0;0.0;-1075.5;0.0;286875.0;0.0;0.0;0.0;2.0;0.0;0.0;563400.0;563400.0;1.0;0.0;1.0;0.0
254616;0;157500.0;101880.0;52.85;1;1;0;2;0.505998;0.595565;0.656158;0.646857;0;0;1;1;4;2;1;15;5;7.0;0.0;1.0;-1703.428571;0.0;1241250.12;95940.54;0.0;0.0;15.0;5.0;0.333333;2160000.0;2419132.5;1.119969;3.0;14.0;7.0
14180;0;135000.0;1247121.0;37.18;1;1;0;1;0.505998;0.71792;0.493863;9.237933;1;0;1;7;2;2;1;15;42;5.0;0.0;1.0;-1128.4;0.0;1035819.0;325741.5;0.0;0.0;4.0;0.0;0.0;296505.0;301657.5;1.017377;1.0;2.0;1.0
144914;1;90000.0;270000.0;31.91;1;1;0;2;0.240529;0.486431;0.522697;3.0;0;0;0;7;4;1;2;12;30;5.0;0.0;3.0;-772.2;0.0;1091791.305;583449.57;0.0;0.0;4.0;0.0;0.0;306009.0;372064.5;1.215861;0.0;3.0;1.0
137894;2;126000.0;206280.0;27.91;1;1;0;2;0.505998;0.617459;0.638044;1.637143;1;1;1;7;4;2;1;9;16;5.0;0.0;4.0;-676.0;0.0;3377250.0;2879113.5;0.0;0.0;3.0;0.0;0.0;245686.5;245430.0;0.998956;0.0;2.0;0.0
128134;0;157500.0;769500.0;52.47;1;0;0;2;0.864863;0.680706;0.535276;4.885714;0;0;1;3;4;4;1;0;57;1.0;0.0;0.0;-716.0;0.0;4950000.0;0.0;0.0;0.0;8.0;0.0;0.0;1555200.0;1425960.0;0.916898;0.0;7.0;6.0
261722;1;293418.0;2069221.5;45.17;1;1;0;2;0.63605;0.711127;0.203252;7.052129;0;0;1;1;1;4;1;1;11;3.0;0.0;1.0;-1261.333333;0.0;879115.5;120559.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
180999;0;144000.0;331834.5;57.91;1;1;0;3;0.763493;0.475568;0.191822;2.304406;0;0;0;7;4;2;1;4;39;7.0;256.5;3.0;-1124.714286;98.0;2127996.0;965290.5;4472.37;0.0;7.0;0.0;0.0;2394337.5;2574783.0;1.075363;4.0;5.0;0.0
14823;0;112500.0;269550.0;37.71;1;1;0;2;0.505998;0.487207;0.816092;2.396;0;0;1;7;4;4;1;15;42;3.0;0.0;2.0;-1460.333333;0.0;900000.0;0.0;0.0;0.0;13.0;4.0;0.307692;3895155.0;4948654.5;1.270464;0.0;12.0;5.0
111727;1;360000.0;1288350.0;34.13;1;1;0;1;0.745057;0.7368;0.474051;3.57875;0;1;1;7;1;2;1;11;3;2.0;0.0;0.0;-1719.5;0.0;2742246.0;351423.0;0.0;0.0;1.0;0.0;0.0;134910.0;121419.0;0.9;0.0;0.0;0.0
231511;1;630000.0;315000.0;37.39;1;1;1;2;0.814152;0.698425;0.839698;0.5;0;1;0;1;1;2;1;1;5;4.0;0.0;2.0;-1515.0;0.0;4108500.0;3139924.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
245622;0;112500.0;354469.5;44.87;1;1;0;2;0.505998;0.497454;0.535276;3.15084;1;0;1;7;4;1;1;9;42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;111825.0;118881.0;1.063099;0.0;0.0;0.0
199466;0;234000.0;254700.0;67.39;1;0;0;1;0.505998;0.638513;0.103449;1.088462;0;0;1;3;4;2;1;0;57;23.0;0.0;8.0;-1164.173913;0.0;3957304.5;334750.5;427.5;0.0;16.0;3.0;0.1875;2096766.0;2213910.0;1.055869;5.0;15.0;7.0
236724;0;157500.0;819792.0;58.81;1;1;0;2;0.713836;0.470106;0.610991;5.205029;1;1;0;7;4;2;1;9;55;5.0;0.0;3.0;-1015.4;0.0;4343850.0;3112321.5;0.0;0.0;2.0;0.0;0.0;155160.0;134730.0;0.868329;1.0;0.0;0.0
21616;1;283500.0;360000.0;25.22;1;1;0;2;0.258457;0.705312;0.579727;1.269841;1;1;0;7;4;2;1;0;42;4.0;0.0;1.0;-579.75;0.0;3239505.0;1378507.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
58155;0;157500.0;1288350.0;47.66;1;1;0;1;0.505998;0.746809;0.73802;8.18;0;1;0;1;4;2;1;15;42;4.0;0.0;0.0;-2192.5;0.0;557581.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
231510;2;270000.0;450000.0;38.83;1;1;0;2;0.505998;0.433092;0.484851;1.666667;1;1;0;1;4;2;1;4;8;3.0;0.0;2.0;-443.333333;0.0;1890963.0;1401867.0;0.0;0.0;1.0;0.0;0.0;135000.0;139455.0;1.033;1.0;1.0;0.0
48637;0;99000.0;566055.0;46.04;1;1;0;2;0.78573;0.770428;0.560284;5.717727;0;0;1;4;4;2;1;12;30;4.0;0.0;1.0;-1155.0;0.0;1102950.0;410562.0;12278.565;0.0;4.0;0.0;0.0;377001.0;269757.0;0.715534;0.0;3.0;0.0
262165;2;162000.0;95940.0;36.06;1;1;0;3;0.374532;0.438614;0.691021;0.592222;1;1;0;7;4;2;5;11;5;7.0;0.0;2.0;-1230.0;0.0;927923.58;20079.495;0.0;0.0;1.0;0.0;0.0;225000.0;239850.0;1.066;1.0;0.0;0.0
229134;0;252000.0;1260702.0;36.45;1;1;1;1;0.557424;0.460558;0.334454;5.002786;1;0;1;1;4;1;1;15;5;5.0;0.0;2.0;-1184.8;0.0;297531.0;88459.83;8505.0;0.0;3.0;2.0;0.666667;2632500.0;3008205.0;1.142718;0.0;0.0;0.0
273607;0;54450.0;127350.0;65.97;1;0;0;2;0.505998;0.355126;0.629674;2.338843;0;0;1;3;4;2;1;0;57;4.0;0.0;1.0;-1168.75;0.0;480811.5;3150.0;0.0;0.0;1.0;0.0;0.0;14355.0;16060.5;1.118809;0.0;0.0;0.0
193770;0;112500.0;568908.0;65.98;1;0;0;2;0.505998;0.619564;0.832785;5.05696;0;0;0;3;4;5;1;0;57;3.0;0.0;0.0;-2357.666667;0.0;362547.0;0.0;0.0;0.0;3.0;0.0;0.0;240012.0;218502.0;0.910379;2.0;2.0;0.0
31174;0;90000.0;319981.5;51.26;1;1;0;2;0.505998;0.298162;0.67383;3.55535;0;0;1;1;4;2;1;12;50;2.0;0.0;0.0;-1064.5;0.0;165739.5;0.0;0.0;0.0;5.0;0.0;0.0;539131.5;527850.0;0.979075;1.0;2.0;0.0
121971;0;99000.0;630000.0;60.97;1;0;0;2;0.763905;0.527914;0.540654;6.363636;0;0;1;3;4;3;1;0;57;2.0;0.0;2.0;-680.0;0.0;454500.0;358686.0;0.0;0.0;7.0;3.0;0.428571;1384155.0;1874641.5;1.354358;0.0;6.0;2.0
121613;0;90000.0;296505.0;38.56;1;1;1;2;0.698598;0.602362;0.535276;3.2945;0;1;1;7;4;2;1;15;5;1.0;0.0;0.0;-2782.0;0.0;104400.0;0.0;0.0;0.0;1.0;0.0;0.0;80091.0;92776.5;1.158389;0.0;0.0;0.0
218951;1;112500.0;298512.0;44.97;1;1;0;2;0.505998;0.619435;0.643026;2.65344;0;1;1;7;4;2;1;9;55;2.0;0.0;2.0;-496.0;0.0;253984.5;0.0;0.0;0.0;2.0;0.0;0.0;120042.0;96030.0;0.79997;0.0;1.0;1.0
277514;0;67500.0;203760.0;30.81;1;1;0;2;0.505998;0.682097;0.767523;3.018667;1;1;1;7;1;1;1;9;4;3.0;0.0;0.0;-695.666667;0.0;49630.5;0.0;0.0;0.0;3.0;1.0;0.333333;219514.5;215113.5;0.979951;0.0;1.0;0.0
203610;1;135000.0;315000.0;47.17;1;1;0;2;0.663016;0.662953;0.544235;2.333333;0;1;1;7;4;2;1;9;16;19.0;0.0;4.0;-1144.736842;0.0;4714999.875;816745.5;2767.5;0.0;7.0;2.0;0.285714;1703353.5;1774593.0;1.041823;2.0;6.0;0.0
195818;1;67500.0;253737.0;28.57;1;1;0;3;0.505998;0.451337;0.729567;3.759067;0;0;1;7;4;2;1;12;30;6.0;0.0;0.0;-667.5;0.0;635561.235;0.0;0.0;0.0;2.0;0.0;0.0;184122.0;155209.5;0.842971;0.0;1.0;0.0
229406;1;67500.0;180000.0;21.61;1;1;0;2;0.166178;0.264562;0.535276;2.666667;0;0;0;7;4;3;5;15;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;58455.0;68701.5;1.175289;0.0;0.0;0.0
85593;0;112500.0;225000.0;27.7;1;1;0;2;0.22098;0.478918;0.535276;2.0;1;1;1;7;2;4;5;5;5;1.0;0.0;1.0;-173.0;0.0;450000.0;201989.34;0.0;0.0;2.0;0.0;0.0;96804.0;95508.0;0.986612;0.0;0.0;0.0
170947;0;135000.0;677664.0;63.93;1;0;0;3;0.505998;0.569611;0.501075;5.019733;0;0;1;3;4;2;1;0;57;10.0;0.0;1.0;-1249.6;0.0;1086517.035;93924.0;0.0;0.0;5.0;0.0;0.0;1714887.0;1802308.5;1.050978;3.0;4.0;0.0
267712;0;45000.0;256500.0;45.24;1;1;0;2;0.505998;0.361496;0.859053;5.7;0;0;1;7;4;3;4;2;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;63882.0;67158.0;1.051282;0.0;1.0;0.0
38896;0;225000.0;787131.0;52.02;1;1;0;3;0.505998;0.201615;0.616122;3.49836;0;0;1;4;4;2;1;0;56;4.0;0.0;1.0;-716.0;0.0;353826.0;27652.5;0.0;0.0;1.0;0.0;0.0;166455.0;178357.5;1.071506;0.0;0.0;0.0
83767;0;112500.0;675000.0;49.19;1;1;0;2;0.505998;0.602341;0.605836;6.0;1;0;1;7;4;2;1;9;53;4.0;0.0;3.0;-666.0;0.0;2622600.0;1068911.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
201691;1;157500.0;180000.0;34.93;1;1;0;3;0.505998;0.772325;0.588488;1.142857;1;1;1;7;1;2;1;15;51;1.0;0.0;1.0;-1365.0;0.0;148500.0;54180.0;0.0;0.0;1.0;0.0;0.0;89055.0;89055.0;1.0;0.0;0.0;0.0
119477;0;202500.0;675000.0;40.03;1;1;0;2;0.505998;0.488354;0.570917;3.333333;0;0;1;7;1;4;1;0;38;2.0;0.0;1.0;-541.5;0.0;810000.0;0.0;0.0;0.0;1.0;0.0;0.0;112455.0;111897.0;0.995038;0.0;0.0;0.0
